103994	3.27545	0.599949	5.20245
105400	3.11521	0.461715	5.09225
104849	3.26562	0.30447	5.12338
103994	3.27545	0.599949	5.20245
103994	3.27545	0.599949	5.20245
103994	3.27545	0.599949	5.20245
104083	3.31717	0.499337	5.73008
103144	3.38946	0.6953	5.77221
103606	3.39963	0.520343	4.57639
102469	3.38423	0.896943	4.62285
96035.7	4.63747	3.5281	0.17267
95972	5.01475	3.75671	0.203354
96417.9	5.02254	3.21756	0.376637
96344.7	4.29613	3.11135	0.000920335
96035.7	4.63747	3.5281	0.17267
95829.6	4.07422	3.44345	0.0353086
96035.7	4.63747	3.5281	0.17267
96035.7	4.63747	3.5281	0.17267
96035.7	4.63747	3.5281	0.17267
96035.7	4.63747	3.5281	0.17267
96035.7	4.63747	3.5281	0.17267
96035.7	4.63747	3.5281	0.17267
95074.2	3.79052	4.0144	0.217559
95062.3	3.92845	4.20723	0.274454
94281.4	1.387	9.25518	3.916
94213	1.28679	8.97335	3.54877
94204	1.33605	8.91088	3.56663
94206.9	1.40463	8.89202	4.02711
94252.9	1.69919	8.95038	4.0662
94368.5	1.95785	9.40915	3.77168
94178	1.61664	8.65032	3.35882
94349.7	1.22348	9.68164	4.05002
94261.1	1.40016	9.14895	3.71457
94384	1.68297	9.66782	4.02014
94261.1	1.40016	9.14895	3.71457
94261.1	1.40016	9.14895	3.71457
94183.9	0.623995	9.05161	3.42738
94261.1	1.40016	9.14895	3.71457
94274.9	0.59965	9.46954	3.38385
94382.4	1.21093	9.87168	3.14633
94315.2	0.596002	9.6716	3.75299
94574.9	3.50447	9.29894	6.54733
94483.8	3.13113	9.02921	6.54447
94615.7	3.65754	9.48712	6.21038
94607.2	3.9089	8.79991	6.47185
94476.2	3.13359	8.96107	5.80082
94541.5	3.48111	8.98569	6.20981
94464.3	3.30075	8.5781	5.88952
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94541.5	3.48111	8.98569	6.20981
94087.5	2.28136	7.72531	7.76879
94132.1	2.48948	7.68239	7.61951
94047.1	2.00626	7.82656	7.70224
94078.8	2.43178	7.5104	7.95978
94107.2	2.15052	7.9429	7.98397
94087.5	2.28136	7.72531	7.76879
93926.1	1.7921	7.56239	8.03846
94129	2.02078	8.15258	7.37655
94087.5	2.28136	7.72531	7.76879
93878.1	1.83881	7.36606	8.12031
94087.5	2.28136	7.72531	7.76879
94087.5	2.28136	7.72531	7.76879
94087.5	2.28136	7.72531	7.76879
95792.3	7.47909	4.81969	9.87304
95792.3	7.47909	4.81969	9.87304
95849	7.72196	4.63174	9.90704
95725.4	7.57616	5.09595	9.77322
95763.9	7.54065	4.93712	9.54629
95803.3	7.23989	4.74189	9.58354
95801.5	7.06234	4.71435	9.85771
95775.4	7.95785	4.94712	9.73627
95881	7.08336	4.46718	9.79282
95972.5	7.45689	4.19561	9.89942
80794.3	0.644699	1.84637	7.53216
82120.8	0.80404	1.8997	7.71738
83327.8	0.785134	2.0735	7.52029
